,Scaled voltage,Current*100+40,soc,Current Zero point,,usb_current,current,time,Init time,,Time diff,,voltage
30.793,36.9,17.24,52,40,,5700,-2276,1609460992,,,1792,,3.69
30.876,36.9,18.37,51,40,,5700,-2163,1609460992,,,1792,,3.69
30.959,37.2,18.81,51,40,,5700,-2119,1609460992,,,1792,,3.72
31.042,36.8,17.81,51,40,,5700,-2219,1609460992,,,1792,,3.68
31.125,36.8,19.1,51,40,,5700,-2090,1609460992,,,1792,,3.68
31.208,36.7,18.31,51,40,,5700,-2169,1609460992,,,1792,,3.67
31.291,36.8,17.97,51,40,,5700,-2203,1609460992,,,1792,,3.68
31.374,36.8,17.66,50,40,,5700,-2234,1609460992,,,1792,,3.68
31.457,36.8,17.32,50,40,,5700,-2268,1609460992,,,1792,,3.68
31.54,36.8,18.56,50,40,,5700,-2144,1609460992,,,1792,,3.68
31.623,36.7,17.48,50,40,,5700,-2252,1609460992,,,1792,,3.67
31.706,36.6,17.02,50,40,,5700,-2298,1609460992,,,1792,,3.66
31.789,36.7,17.87,50,40,,5700,-2213,1609460992,,,1792,,3.67
31.872,36.6,17.22,49,40,,5700,-2278,1609460992,,,1792,,3.66
31.955,36.5,18.18,49,40,,5700,-2182,1609460992,,,1792,,3.65
32.038,36.6,17.8,49,40,,5700,-2220,1609461120,,,1920,,3.66
32.121,36.8,17.6,49,40,,5700,-2240,1609461120,,,1920,,3.68
32.204,36.6,18.19,49,40,,5700,-2181,1609461120,,,1920,,3.66
32.287,36.7,17.89,48,40,,5700,-2211,1609461120,,,1920,,3.67
32.37,36.6,17.51,48,40,,5700,-2249,1609461120,,,1920,,3.66
32.453,37.1,19.29,48,40,,5700,-2071,1609461120,,,1920,,3.71
32.536,36.6,19.7,48,40,,5700,-2030,1609461120,,,1920,,3.66
32.619,36.6,18.75,48,40,,5700,-2125,1609461120,,,1920,,3.66
32.702,37.6,20.32,48,40,,5700,-1968,1609461120,,,1920,,3.76
32.785,37,19.99,48,40,,5700,-2001,1609461120,,,1920,,3.7
32.868,36.7,20.1,48,40,,5700,-1990,1609461120,,,1920,,3.67
32.951,36.5,20.47,47,40,,5700,-1953,1609461120,,,1920,,3.65
33.034,37,22.16,47,40,,5700,-1784,1609461120,,,1920,,3.7
33.117,37,22.94,47,40,,5700,-1706,1609461120,,,1920,,3.7
33.2,37.2,22.53,47,40,,5700,-1747,1609461120,,,1920,,3.72
33.283,37.1,22.36,47,40,,5700,-1764,1609461120,,,1920,,3.71
33.366,37.1,22.13,47,40,,5700,-1787,1609461120,,,1920,,3.71
33.449,37,22.16,47,40,,5700,-1784,1609461120,,,1920,,3.7
33.532,37.1,22.3,47,40,,5700,-1770,1609461120,,,1920,,3.71
33.615,37.1,22.52,47,40,,5700,-1748,1609461120,,,1920,,3.71
33.698,37.1,22.54,47,40,,5700,-1746,1609461120,,,1920,,3.71
33.781,37,22.35,46,40,,5700,-1765,1609461120,,,1920,,3.7
33.864,37.1,22.7,46,40,,5700,-1730,1609461120,,,1920,,3.71
33.947,37.1,22.42,46,40,,5700,-1758,1609461120,,,1920,,3.71
34.03,37,22.31,46,40,,5700,-1769,1609461120,,,1920,,3.7
34.113,37.1,22.49,46,40,,5700,-1751,1609461248,,,2048,,3.71
34.196,37,23.36,46,40,,5700,-1664,1609461248,,,2048,,3.7
34.279,37.1,22.47,46,40,,5700,-1753,1609461248,,,2048,,3.71
34.362,37,22.3,46,40,,5700,-1770,1609461248,,,2048,,3.7
34.445,37,23.15,46,40,,5700,-1685,1609461248,,,2048,,3.7
34.528,37,22.46,46,40,,5700,-1754,1609461248,,,2048,,3.7
34.611,37,22.62,45,40,,5700,-1738,1609461248,,,2048,,3.7
34.694,37,22.33,45,40,,5700,-1767,1609461248,,,2048,,3.7
34.777,37,23.12,45,40,,5700,-1688,1609461248,,,2048,,3.7
34.86,37,22.21,45,40,,5700,-1779,1609461248,,,2048,,3.7
34.943,37.8,23.26,45,40,,5700,-1674,1609461248,,,2048,,3.78
35.026,37,22.34,45,40,,5700,-1766,1609461248,,,2048,,3.7
35.109,37,22.3,45,40,,5700,-1770,1609461248,,,2048,,3.7
35.192,37.1,23.25,45,40,,5700,-1675,1609461248,,,2048,,3.71
35.275,37,23.16,45,40,,5700,-1684,1609461248,,,2048,,3.7
35.358,37,22.58,45,40,,5700,-1742,1609461248,,,2048,,3.7
35.441,37,22.28,45,40,,5700,-1772,1609461248,,,2048,,3.7
35.524,36.9,22.97,44,40,,5700,-1703,1609461248,,,2048,,3.69
35.607,36.9,22.35,44,40,,5700,-1765,1609461248,,,2048,,3.69
35.69,37,22.41,44,40,,5700,-1759,1609461248,,,2048,,3.7
35.773,37,22.49,44,40,,5700,-1751,1609461248,,,2048,,3.7
35.856,37,23.21,44,40,,5700,-1679,1609461248,,,2048,,3.7
35.939,37,22.4,44,40,,5700,-1760,1609461248,,,2048,,3.7
36.022,37,23.33,44,40,,5700,-1667,1609461248,,,2048,,3.7
36.105,36.9,22.41,44,40,,5700,-1759,1609461248,,,2048,,3.69
36.188,37,23.28,44,40,,5700,-1672,1609461248,,,2048,,3.7
36.271,37.2,22.99,44,40,,5700,-1701,1609461376,,,2176,,3.72
36.354,37,23.15,43,40,,5700,-1685,1609461376,,,2176,,3.7
36.437,36.9,22.4,43,40,,5700,-1760,1609461376,,,2176,,3.69
36.52,36.9,22.59,43,40,,5700,-1741,1609461376,,,2176,,3.69
36.603,36.9,22.47,43,40,,5700,-1753,1609461376,,,2176,,3.69
36.686,37,21.36,43,40,,5700,-1864,1609461376,,,2176,,3.7
36.769,36.9,21.55,43,40,,5700,-1845,1609461376,,,2176,,3.69
36.852,36.7,21.04,43,40,,5700,-1896,1609461376,,,2176,,3.67
36.935,37.3,21.95,43,40,,5700,-1805,1609461376,,,2176,,3.73
37.018,36.2,21.68,43,40,,5700,-1832,1609461376,,,2176,,3.62
37.101,37.2,21.3,43,40,,5700,-1870,1609461376,,,2176,,3.72
37.184,36.4,20.06,42,40,,5700,-1994,1609461376,,,2176,,3.64
37.267,36.8,20.95,42,40,,5700,-1905,1609461376,,,2176,,3.68
37.35,37.3,19.29,42,40,,5700,-2071,1609461376,,,2176,,3.73
37.433,36.4,20.51,42,40,,5700,-1949,1609461376,,,2176,,3.64
37.516,36.1,18.61,42,40,,5700,-2139,1609461376,,,2176,,3.61
37.599,36.3,21.52,42,40,,5700,-1848,1609461376,,,2176,,3.63
37.682,36.3,22.07,42,40,,5700,-1793,1609461376,,,2176,,3.63
37.765,37,22.2,42,40,,5700,-1780,1609461376,,,2176,,3.7
37.848,36.3,20.22,42,40,,5700,-1978,1609461376,,,2176,,3.63
37.931,37,18.86,41,40,,5700,-2114,1609461376,,,2176,,3.7
38.014,36.6,21.36,41,40,,5700,-1864,1609461376,,,2176,,3.66
38.097,36.3,19.99,41,40,,5700,-2001,1609461376,,,2176,,3.63
38.18,36.3,21.43,41,40,,5700,-1857,1609461376,,,2176,,3.63
38.263,37,20.83,41,40,,5700,-1917,1609461376,,,2176,,3.7
38.346,36.3,21.64,41,40,,5700,-1836,1609461504,,,2304,,3.63
38.429,36.3,19.56,41,40,,5700,-2044,1609461504,,,2304,,3.63
38.512,37.1,20.09,41,40,,5700,-1991,1609461504,,,2304,,3.71
38.595,36.2,22.08,41,40,,5700,-1792,1609461504,,,2304,,3.62
38.678,36.5,21.34,41,40,,5700,-1866,1609461504,,,2304,,3.65
38.761,37.1,20.88,40,40,,5700,-1912,1609461504,,,2304,,3.71
38.844,37.3,21.76,40,40,,5700,-1824,1609461504,,,2304,,3.73
38.927,36.5,20.24,40,40,,5700,-1976,1609461504,,,2304,,3.65
39.01,36.3,20.06,40,40,,5700,-1994,1609461504,,,2304,,3.63
39.093,37.2,19.47,40,40,,5700,-2053,1609461504,,,2304,,3.72
39.176,36.6,23.11,40,40,,5700,-1689,1609461504,,,2304,,3.66
39.259,36.7,22.37,40,40,,5700,-1763,1609461504,,,2304,,3.67
39.342,36.5,22.17,40,40,,5700,-1783,1609461504,,,2304,,3.65
39.425,36.6,22.86,40,40,,5700,-1714,1609461504,,,2304,,3.66
39.508,36.6,22.89,40,40,,5700,-1711,1609461504,,,2304,,3.66
39.591,36.6,23,39,40,,5700,-1700,1609461504,,,2304,,3.66
39.674,36.7,22.23,39,40,,5700,-1777,1609461504,,,2304,,3.67
39.757,36.7,22.29,39,40,,5700,-1771,1609461504,,,2304,,3.67
39.84,36.6,22.45,39,40,,5700,-1755,1609461504,,,2304,,3.66
39.923,36.6,22.23,39,40,,5700,-1777,1609461504,,,2304,,3.66
40.006,36.6,22.1,39,40,,5700,-1790,1609461504,,,2304,,3.66
40.089,36.6,22.2,39,40,,5700,-1780,1609461504,,,2304,,3.66
40.172,36.6,22.21,39,40,,5700,-1779,1609461504,,,2304,,3.66
40.255,36.7,22.83,39,40,,5700,-1717,1609461504,,,2304,,3.67
40.338,37.3,22.96,39,40,,5700,-1704,1609461504,,,2304,,3.73
40.421,37,23.06,38,40,,5700,-1694,1609461504,,,2304,,3.7
40.504,36.6,22.29,38,40,,5700,-1771,1609461632,,,2432,,3.66
40.587,36.6,22.14,38,40,,5700,-1786,1609461632,,,2432,,3.66
40.67,36.5,22.06,38,40,,5700,-1794,1609461632,,,2432,,3.65
40.753,36.5,21.86,38,40,,5700,-1814,1609461632,,,2432,,3.65
40.836,36.6,22.96,38,40,,5700,-1704,1609461632,,,2432,,3.66
40.919,36.6,22.91,38,40,,5700,-1709,1609461632,,,2432,,3.66
41.002,36.5,22.09,38,40,,5700,-1791,1609461632,,,2432,,3.65
41.085,37.1,29.26,38,40,,5700,-1074,1609461632,,,2432,,3.71
41.168,37.4,31.15,38,40,,5700,-885,1609461632,,,2432,,3.74
41.251,35.7,13.3,38,40,,5700,-2670,1609461632,,,2432,,3.57
41.334,36.3,20.16,37,40,,5700,-1984,1609461632,,,2432,,3.63
41.417,36.1,19.14,37,40,,5700,-2086,1609461632,,,2432,,3.61
41.5,36,20.61,37,40,,5700,-1939,1609461632,,,2432,,3.6
41.583,36.9,19.94,37,40,,5700,-2006,1609461632,,,2432,,3.69
41.666,36.5,22.42,37,40,,5700,-1758,1609461632,,,2432,,3.65
41.749,36.6,22.17,37,40,,5700,-1783,1609461632,,,2432,,3.66
41.832,36.5,22.17,37,40,,5700,-1783,1609461632,,,2432,,3.65
41.915,36.5,22.03,37,40,,5700,-1797,1609461632,,,2432,,3.65
41.998,36.3,21.25,37,40,,5700,-1875,1609461632,,,2432,,3.63
42.081,36.1,19.76,36,40,,5700,-2024,1609461632,,,2432,,3.61
42.164,36,20.87,36,40,,5700,-1913,1609461632,,,2432,,3.6
42.247,36.7,21.36,36,40,,5700,-1864,1609461632,,,2432,,3.67
42.33,36.1,21.27,36,40,,5700,-1873,1609461632,,,2432,,3.61
42.413,36.1,20.86,36,40,,5700,-1914,1609461632,,,2432,,3.61
42.496,36.2,19.92,36,40,,5700,-2008,1609461632,,,2432,,3.62
42.579,36.4,20.79,36,40,,5700,-1921,1609461760,,,2560,,3.64
