,Scaled voltage,Current*100+40,soc,Current Zero point,,usb_current,current,time,Init time,,Time diff,,voltage
0.166,36,40,0,40,,5700,0,1609459200,1609459200,,0,,3.6
0.249,41.1,36.44,100,40,,5700,-356,1609459200,,,0,,4.11
0.332,40.3,31.42,100,40,,5700,-858,1609459200,,,0,,4.03
0.415,40.2,30.61,100,40,,5700,-939,1609459200,,,0,,4.02
0.498,40.3,32.1,100,40,,5700,-790,1609459200,,,0,,4.03
0.581,40.3,32.14,100,40,,5700,-786,1609459200,,,0,,4.03
0.664,40.3,32.15,100,40,,5700,-785,1609459200,,,0,,4.03
0.747,40.3,32.07,100,40,,5700,-793,1609459200,,,0,,4.03
0.83,40.3,32.11,100,40,,5700,-789,1609459200,,,0,,4.03
0.913,40.2,32.07,100,40,,5700,-793,1609459200,,,0,,4.02
0.996,40.2,32.1,100,40,,5700,-790,1609459200,,,0,,4.02
1.079,40.3,32.45,100,40,,5700,-755,1609459200,,,0,,4.03
1.162,39.9,30.78,100,40,,5700,-922,1609459200,,,0,,3.99
1.245,40.2,32.04,100,40,,5700,-796,1609459200,,,0,,4.02
1.328,40.2,32.07,99,40,,5700,-793,1609459200,,,0,,4.02
1.411,40.2,31.98,99,40,,5700,-802,1609459200,,,0,,4.02
1.494,38.9,29.28,99,40,,5700,-1072,1609459200,,,0,,3.89
1.577,40.3,33.97,99,40,,5700,-603,1609459200,,,0,,4.03
1.66,40.3,33.75,99,40,,5700,-625,1609459200,,,0,,4.03
1.743,39.8,29.63,99,40,,5700,-1037,1609459200,,,0,,3.98
1.826,40.2,33.12,99,40,,5700,-688,1609459200,,,0,,4.02
1.909,40.1,31.95,99,40,,5700,-805,1609459200,,,0,,4.01
1.992,40.3,34.29,99,40,,5700,-571,1609459200,,,0,,4.03
2.075,40.3,33.83,99,40,,5700,-617,1609459200,,,0,,4.03
2.158,40.4,34.32,99,40,,5700,-568,1609459200,,,0,,4.04
2.241,40.4,34.34,99,40,,5700,-566,1609459328,,,128,,4.04
2.324,40.3,33.9,99,40,,5700,-610,1609459328,,,128,,4.03
2.407,40.3,33.87,98,40,,5700,-613,1609459328,,,128,,4.03
2.49,40.4,34.35,98,40,,5700,-565,1609459328,,,128,,4.04
2.573,40.3,33.84,98,40,,5700,-616,1609459328,,,128,,4.03
2.656,40.4,34.34,98,40,,5700,-566,1609459328,,,128,,4.04
2.739,40.3,33.88,98,40,,5700,-612,1609459328,,,128,,4.03
2.822,40.4,34.3,98,40,,5700,-570,1609459328,,,128,,4.04
2.905,40.3,33.93,98,40,,5700,-607,1609459328,,,128,,4.03
2.988,40.3,33.71,98,40,,5700,-629,1609459328,,,128,,4.03
3.071,40.3,33.95,98,40,,5700,-605,1609459328,,,128,,4.03
3.154,40.3,33.87,98,40,,5700,-613,1609459328,,,128,,4.03
3.237,40.3,33.86,98,40,,5700,-614,1609459328,,,128,,4.03
3.32,40.3,33.83,98,40,,5700,-617,1609459328,,,128,,4.03
3.403,38.4,17.25,98,40,,5700,-2275,1609459328,,,128,,3.84
3.486,38.1,16.62,97,40,,5700,-2338,1609459328,,,128,,3.81
3.569,38.5,21.19,97,40,,5700,-1881,1609459328,,,128,,3.85
3.652,38.5,21.38,97,40,,5700,-1862,1609459328,,,128,,3.85
3.735,38.4,21.32,97,40,,5700,-1868,1609459328,,,128,,3.84
3.818,38.4,21.33,97,40,,5700,-1867,1609459328,,,128,,3.84
3.901,38.4,21.76,96,40,,5700,-1824,1609459328,,,128,,3.84
3.984,40,34.26,96,40,,5700,-574,1609459328,,,128,,4
4.067,38.1,17.45,96,40,,5700,-2255,1609459328,,,128,,3.81
4.15,38,17.47,96,40,,5700,-2253,1609459328,,,128,,3.8
4.233,37.9,17.15,96,40,,5700,-2285,1609459328,,,128,,3.79
4.316,37.9,16.77,95,40,,5700,-2323,1609459328,,,128,,3.79
4.399,38.3,21.1,95,40,,5700,-1890,1609459456,,,256,,3.83
4.482,38.4,21.03,95,40,,5700,-1897,1609459456,,,256,,3.84
4.565,38.3,21.11,95,40,,5700,-1889,1609459456,,,256,,3.83
4.648,38.3,21.02,94,40,,5700,-1898,1609459456,,,256,,3.83
4.731,38.3,21,94,40,,5700,-1900,1609459456,,,256,,3.83
4.814,38.3,21.07,94,40,,5700,-1893,1609459456,,,256,,3.83
4.897,38.3,20.91,94,40,,5700,-1909,1609459456,,,256,,3.83
4.98,38.3,20.91,94,40,,5700,-1909,1609459456,,,256,,3.83
5.063,38.2,20.93,93,40,,5700,-1907,1609459456,,,256,,3.82
5.146,38.2,20.87,93,40,,5700,-1913,1609459456,,,256,,3.82
5.229,38.2,20.85,93,40,,5700,-1915,1609459456,,,256,,3.82
5.312,39.5,31.58,93,40,,5700,-842,1609459456,,,256,,3.95
5.395,37.7,15.97,93,40,,5700,-2403,1609459456,,,256,,3.77
5.478,37.6,15.86,92,40,,5700,-2414,1609459456,,,256,,3.76
5.561,37.6,15.67,92,40,,5700,-2433,1609459456,,,256,,3.76
5.644,38.2,20.74,92,40,,5700,-1926,1609459456,,,256,,3.82
5.727,38.2,20.73,92,40,,5700,-1927,1609459456,,,256,,3.82
5.81,38.2,20.71,91,40,,5700,-1929,1609459456,,,256,,3.82
5.893,38.2,20.65,91,40,,5700,-1935,1609459456,,,256,,3.82
5.976,38.2,20.66,91,40,,5700,-1934,1609459456,,,256,,3.82
6.059,38.2,20.74,91,40,,5700,-1926,1609459456,,,256,,3.82
6.142,38.2,20.71,91,40,,5700,-1929,1609459456,,,256,,3.82
6.225,38.2,20.64,90,40,,5700,-1936,1609459456,,,256,,3.82
6.308,38.2,20.65,90,40,,5700,-1935,1609459456,,,256,,3.82
6.391,38.1,20.48,90,40,,5700,-1952,1609459456,,,256,,3.81
6.474,39.3,30.01,90,40,,5700,-999,1609459584,,,384,,3.93
6.557,39.6,33.17,90,40,,5700,-683,1609459584,,,384,,3.96
6.64,39.7,33.3,89,40,,5700,-670,1609459584,,,384,,3.97
6.723,39.7,33.33,89,40,,5700,-667,1609459584,,,384,,3.97
6.806,39.8,33.3,89,40,,5700,-670,1609459584,,,384,,3.98
6.889,39.8,33.32,89,40,,5700,-668,1609459584,,,384,,3.98
6.972,39.8,33.47,89,40,,5700,-653,1609459584,,,384,,3.98
7.055,39.8,33.36,89,40,,5700,-664,1609459584,,,384,,3.98
7.138,39.8,33.01,89,40,,5700,-699,1609459584,,,384,,3.98
7.221,37.8,15.85,89,40,,5700,-2415,1609459584,,,384,,3.78
7.304,37.6,15.39,88,40,,5700,-2461,1609459584,,,384,,3.76
7.387,37.6,15.42,88,40,,5700,-2458,1609459584,,,384,,3.76
7.47,38.1,20.45,88,40,,5700,-1955,1609459584,,,384,,3.81
7.553,38.2,20.39,88,40,,5700,-1961,1609459584,,,384,,3.82
7.636,38.1,20.39,87,40,,5700,-1961,1609459584,,,384,,3.81
7.719,38.2,20.39,87,40,,5700,-1961,1609459584,,,384,,3.82
7.802,38,20.35,87,40,,5700,-1965,1609459584,,,384,,3.8
7.885,38.1,20.38,87,40,,5700,-1962,1609459584,,,384,,3.81
7.968,38.1,20.29,87,40,,5700,-1971,1609459584,,,384,,3.81
8.051,38,20.24,86,40,,5700,-1976,1609459584,,,384,,3.8
8.134,38,20.25,86,40,,5700,-1975,1609459584,,,384,,3.8
8.217,38.1,20.11,86,40,,5700,-1989,1609459584,,,384,,3.81
8.3,38,20.18,86,40,,5700,-1982,1609459584,,,384,,3.8
8.383,38,20.13,85,40,,5700,-1987,1609459584,,,384,,3.8
8.466,39.2,30.82,85,40,,5700,-918,1609459584,,,384,,3.92
8.549,39.3,31.02,85,40,,5700,-898,1609459584,,,384,,3.93
8.632,39.6,32.91,85,40,,5700,-709,1609459712,,,512,,3.96
8.715,39.6,32.99,85,40,,5700,-701,1609459712,,,512,,3.96
8.798,39.6,33.08,85,40,,5700,-692,1609459712,,,512,,3.96
8.881,39.7,33.16,85,40,,5700,-684,1609459712,,,512,,3.97
8.964,39.6,33.12,85,40,,5700,-688,1609459712,,,512,,3.96
9.047,39.7,33.15,85,40,,5700,-685,1609459712,,,512,,3.97
9.13,39.7,33.27,85,40,,5700,-673,1609459712,,,512,,3.97
9.213,39.7,33.3,84,40,,5700,-670,1609459712,,,512,,3.97
9.296,39.7,33.29,84,40,,5700,-671,1609459712,,,512,,3.97
9.379,39.8,33.28,84,40,,5700,-672,1609459712,,,512,,3.98
9.462,39.8,33.26,84,40,,5700,-674,1609459712,,,512,,3.98
9.545,39.8,33.18,84,40,,5700,-682,1609459712,,,512,,3.98
9.628,39.8,33.38,84,40,,5700,-662,1609459712,,,512,,3.98
9.711,39.8,33.43,84,40,,5700,-657,1609459712,,,512,,3.98
9.794,38.3,20.85,84,40,,5700,-1915,1609459712,,,512,,3.83
9.877,38.2,20.66,84,40,,5700,-1934,1609459712,,,512,,3.82
9.96,38.2,20.71,83,40,,5700,-1929,1609459712,,,512,,3.82
10.043,38.2,20.5,83,40,,5700,-1950,1609459712,,,512,,3.82
10.126,38.1,20.5,83,40,,5700,-1950,1609459712,,,512,,3.81
10.209,38.1,20.41,83,40,,5700,-1959,1609459712,,,512,,3.81
10.292,38.1,20.25,82,40,,5700,-1975,1609459712,,,512,,3.81
10.375,38.1,20.22,82,40,,5700,-1978,1609459712,,,512,,3.81
10.458,38.1,20.24,82,40,,5700,-1976,1609459712,,,512,,3.81
10.541,38,20.26,82,40,,5700,-1974,1609459712,,,512,,3.8
10.624,38,20.18,82,40,,5700,-1982,1609459712,,,512,,3.8
10.707,37.9,20.13,81,40,,5700,-1987,1609459712,,,512,,3.79
10.79,38,20.03,81,40,,5700,-1997,1609459840,,,640,,3.8
10.873,38,20.05,81,40,,5700,-1995,1609459840,,,640,,3.8
10.956,37.9,19.99,81,40,,5700,-2001,1609459840,,,640,,3.79
11.039,37.9,20.01,80,40,,5700,-1999,1609459840,,,640,,3.79
11.122,37.9,19.94,80,40,,5700,-2006,1609459840,,,640,,3.79
11.205,38,19.95,80,40,,5700,-2005,1609459840,,,640,,3.8
11.288,37.9,19.92,80,40,,5700,-2008,1609459840,,,640,,3.79
11.371,38,19.94,80,40,,5700,-2006,1609459840,,,640,,3.8
11.454,39.1,30.73,79,40,,5700,-927,1609459840,,,640,,3.91
11.537,39.4,32.81,79,40,,5700,-719,1609459840,,,640,,3.94
11.62,39.4,32.82,79,40,,5700,-718,1609459840,,,640,,3.94
11.703,39.5,32.88,79,40,,5700,-712,1609459840,,,640,,3.95
11.786,39.5,32.91,79,40,,5700,-709,1609459840,,,640,,3.95
11.869,39.5,33.01,79,40,,5700,-699,1609459840,,,640,,3.95
11.952,39.5,32.91,79,40,,5700,-709,1609459840,,,640,,3.95
12.035,39.5,32.91,79,40,,5700,-709,1609459840,,,640,,3.95
12.118,38.1,20.28,79,40,,5700,-1972,1609459840,,,640,,3.81
12.201,38.1,20.22,78,40,,5700,-1978,1609459840,,,640,,3.81
12.284,37.9,20.08,78,40,,5700,-1992,1609459840,,,640,,3.79
12.367,38,19.98,78,40,,5700,-2002,1609459840,,,640,,3.8
12.45,37.9,19.94,78,40,,5700,-2006,1609459840,,,640,,3.79
12.533,38,19.95,77,40,,5700,-2005,1609459840,,,640,,3.8
12.616,37.9,19.71,77,40,,5700,-2029,1609459840,,,640,,3.79
12.699,37.9,19.82,77,40,,5700,-2018,1609459840,,,640,,3.79
12.782,37.8,19.8,77,40,,5700,-2020,1609459840,,,640,,3.78
12.865,37.9,19.8,77,40,,5700,-2020,1609459968,,,768,,3.79
12.948,37.8,19.84,76,40,,5700,-2016,1609459968,,,768,,3.78
13.031,37.8,19.86,76,40,,5700,-2014,1609459968,,,768,,3.78
13.114,37.8,19.71,76,40,,5700,-2029,1609459968,,,768,,3.78
13.197,38,19.91,76,40,,5700,-2009,1609459968,,,768,,3.8
13.28,37.8,19.84,75,40,,5700,-2016,1609459968,,,768,,3.78
13.363,37.8,20.06,75,40,,5700,-1994,1609459968,,,768,,3.78
13.446,37.9,20.17,75,40,,5700,-1983,1609459968,,,768,,3.79
13.529,37.9,20.23,75,40,,5700,-1977,1609459968,,,768,,3.79
13.612,37.8,20.36,74,40,,5700,-1964,1609459968,,,768,,3.78
13.695,38.4,21.04,74,40,,5700,-1896,1609459968,,,768,,3.84
13.778,37.9,20.45,74,40,,5700,-1955,1609459968,,,768,,3.79
13.861,37.8,20.24,74,40,,5700,-1976,1609459968,,,768,,3.78
13.944,37.8,21.25,73,40,,5700,-1875,1609459968,,,768,,3.78
14.027,37.8,21.41,73,40,,5700,-1859,1609459968,,,768,,3.78
14.11,37.8,20.5,73,40,,5700,-1950,1609459968,,,768,,3.78
14.193,37.8,22.4,73,40,,5700,-1760,1609459968,,,768,,3.78
14.276,37.8,20.71,73,40,,5700,-1929,1609459968,,,768,,3.78
14.359,37.9,21.47,72,40,,5700,-1853,1609459968,,,768,,3.79
14.442,37.8,20.62,72,40,,5700,-1938,1609459968,,,768,,3.78
14.525,37.8,21.56,72,40,,5700,-1844,1609459968,,,768,,3.78
14.608,38.9,30.53,72,40,,5700,-947,1609459968,,,768,,3.89
14.691,39.2,32.64,72,40,,5700,-736,1609459968,,,768,,3.92
14.774,39.3,32.68,72,40,,5700,-732,1609459968,,,768,,3.93
14.857,39.3,32.7,72,40,,5700,-730,1609459968,,,768,,3.93
14.94,39.3,32.67,71,40,,5700,-733,1609459968,,,768,,3.93
15.023,39.3,32.8,71,40,,5700,-720,1609460096,,,896,,3.93
15.106,39.3,32.81,71,40,,5700,-719,1609460096,,,896,,3.93
15.189,39.4,32.81,71,40,,5700,-719,1609460096,,,896,,3.94
15.272,39.4,32.86,71,40,,5700,-714,1609460096,,,896,,3.94
15.355,39.4,32.78,71,40,,5700,-722,1609460096,,,896,,3.94
15.438,39.4,32.84,71,40,,5700,-716,1609460096,,,896,,3.94
15.521,39.4,32.88,71,40,,5700,-712,1609460096,,,896,,3.94
15.604,39.4,32.91,71,40,,5700,-709,1609460096,,,896,,3.94
15.687,39.4,32.9,71,40,,5700,-710,1609460096,,,896,,3.94
15.77,39.4,32.92,71,40,,5700,-708,1609460096,,,896,,3.94
15.853,39.4,32.92,71,40,,5700,-708,1609460096,,,896,,3.94
15.936,39.4,32.93,70,40,,5700,-707,1609460096,,,896,,3.94
16.019,39.4,32.99,70,40,,5700,-701,1609460096,,,896,,3.94
16.102,39.4,33.13,70,40,,5700,-687,1609460096,,,896,,3.94
16.185,39.4,33.06,70,40,,5700,-694,1609460096,,,896,,3.94
16.268,39.5,33.1,70,40,,5700,-690,1609460096,,,896,,3.95
16.351,39.5,33.19,70,40,,5700,-681,1609460096,,,896,,3.95
16.434,39.5,33.2,70,40,,5700,-680,1609460096,,,896,,3.95
16.517,39.5,33.25,70,40,,5700,-675,1609460096,,,896,,3.95
16.6,39.5,33.2,70,40,,5700,-680,1609460096,,,896,,3.95
16.683,39.5,33.21,70,40,,5700,-679,1609460096,,,896,,3.95
16.766,39.5,33.23,70,40,,5700,-677,1609460096,,,896,,3.95
16.849,39.5,33.27,70,40,,5700,-673,1609460096,,,896,,3.95
16.932,39.5,33.29,69,40,,5700,-671,1609460096,,,896,,3.95
17.015,39.5,33.29,69,40,,5700,-671,1609460096,,,896,,3.95
17.098,39.5,33.36,69,40,,5700,-664,1609460224,,,1024,,3.95
17.181,39.5,33.32,69,40,,5700,-668,1609460224,,,1024,,3.95
17.264,39.5,33.37,69,40,,5700,-663,1609460224,,,1024,,3.95
17.347,39.5,33.28,69,40,,5700,-672,1609460224,,,1024,,3.95
17.43,39.5,33.4,69,40,,5700,-660,1609460224,,,1024,,3.95
17.513,39.5,33.36,69,40,,5700,-664,1609460224,,,1024,,3.95
17.596,38.1,20.74,69,40,,5700,-1926,1609460224,,,1024,,3.81
17.679,38,20.75,69,40,,5700,-1925,1609460224,,,1024,,3.8
17.762,37.9,20.55,68,40,,5700,-1945,1609460224,,,1024,,3.79
17.845,37.9,20.5,68,40,,5700,-1950,1609460224,,,1024,,3.79
17.928,37.8,20.19,68,40,,5700,-1981,1609460224,,,1024,,3.78
18.011,37.9,20.22,68,40,,5700,-1978,1609460224,,,1024,,3.79
18.094,37.8,20.22,68,40,,5700,-1978,1609460224,,,1024,,3.78
18.177,37.8,20.17,68,40,,5700,-1983,1609460224,,,1024,,3.78
18.26,37.7,20.12,68,40,,5700,-1988,1609460224,,,1024,,3.77
18.343,37.7,20.05,67,40,,5700,-1995,1609460224,,,1024,,3.77
18.426,37.8,19.98,67,40,,5700,-2002,1609460224,,,1024,,3.78
18.509,37.7,19.92,67,40,,5700,-2008,1609460224,,,1024,,3.77
18.592,37.7,19.94,67,40,,5700,-2006,1609460224,,,1024,,3.77
18.675,37.7,19.9,67,40,,5700,-2010,1609460224,,,1024,,3.77
18.758,37.7,19.87,67,40,,5700,-2013,1609460224,,,1024,,3.77
18.841,37.6,19.82,66,40,,5700,-2018,1609460224,,,1024,,3.76
18.924,37.6,19.73,66,40,,5700,-2027,1609460224,,,1024,,3.76
19.007,37.6,19.78,66,40,,5700,-2022,1609460224,,,1024,,3.76
19.09,37.6,19.75,66,40,,5700,-2025,1609460224,,,1024,,3.76
19.173,37.5,19.74,66,40,,5700,-2026,1609460224,,,1024,,3.75
19.256,38.8,30.52,66,40,,5700,-948,1609460352,,,1152,,3.88
19.339,39,32.68,66,40,,5700,-732,1609460352,,,1152,,3.9
19.422,39.1,32.79,66,40,,5700,-721,1609460352,,,1152,,3.91
19.505,39.1,32.81,65,40,,5700,-719,1609460352,,,1152,,3.91
19.588,39.2,32.81,65,40,,5700,-719,1609460352,,,1152,,3.92
19.671,37.7,20,65,40,,5700,-2000,1609460352,,,1152,,3.77
19.754,37.7,19.87,65,40,,5700,-2013,1609460352,,,1152,,3.77
19.837,37.6,19.86,65,40,,5700,-2014,1609460352,,,1152,,3.76
19.92,37.7,19.86,65,40,,5700,-2014,1609460352,,,1152,,3.77
20.003,37.6,19.74,65,40,,5700,-2026,1609460352,,,1152,,3.76
20.086,37.5,19.69,64,40,,5700,-2031,1609460352,,,1152,,3.75
20.169,37.6,19.66,64,40,,5700,-2034,1609460352,,,1152,,3.76
20.252,37.6,19.57,64,40,,5700,-2043,1609460352,,,1152,,3.76
20.335,37.5,19.6,64,40,,5700,-2040,1609460352,,,1152,,3.75
20.418,37.5,19.7,64,40,,5700,-2030,1609460352,,,1152,,3.75
20.501,37.5,19.71,64,40,,5700,-2029,1609460352,,,1152,,3.75
20.584,37.4,19.64,63,40,,5700,-2036,1609460352,,,1152,,3.74
20.667,37.5,19.87,63,40,,5700,-2013,1609460352,,,1152,,3.75
20.75,37.4,19.77,63,40,,5700,-2023,1609460352,,,1152,,3.74
20.833,37.5,20.21,63,40,,5700,-1979,1609460352,,,1152,,3.75
20.916,37.4,20.06,63,40,,5700,-1994,1609460352,,,1152,,3.74
20.999,37.5,20.17,63,40,,5700,-1983,1609460352,,,1152,,3.75
21.082,37.5,20.22,63,40,,5700,-1978,1609460352,,,1152,,3.75
21.165,37.4,21.11,62,40,,5700,-1889,1609460352,,,1152,,3.74
21.248,37.4,20.03,62,40,,5700,-1997,1609460352,,,1152,,3.74
21.331,38,21.07,62,40,,5700,-1893,1609460480,,,1280,,3.8
21.414,37.5,21.12,62,40,,5700,-1888,1609460480,,,1280,,3.75
21.497,37.6,20.34,62,40,,5700,-1966,1609460480,,,1280,,3.76
21.58,38.6,30.41,62,40,,5700,-959,1609460480,,,1280,,3.86
21.663,38.9,32.56,62,40,,5700,-744,1609460480,,,1280,,3.89
21.746,38.9,32.62,62,40,,5700,-738,1609460480,,,1280,,3.89
21.829,38.9,32.6,61,40,,5700,-740,1609460480,,,1280,,3.89
21.912,38.9,32.62,61,40,,5700,-738,1609460480,,,1280,,3.89
21.995,39,32.97,61,40,,5700,-703,1609460480,,,1280,,3.9
22.078,39,32.41,61,40,,5700,-759,1609460480,,,1280,,3.9
22.161,39,32.76,61,40,,5700,-724,1609460480,,,1280,,3.9
22.244,39,32.72,61,40,,5700,-728,1609460480,,,1280,,3.9
22.327,39,32.72,61,40,,5700,-728,1609460480,,,1280,,3.9
22.41,39,32.8,61,40,,5700,-720,1609460480,,,1280,,3.9
22.493,39.1,32.86,61,40,,5700,-714,1609460480,,,1280,,3.91
22.576,39.1,32.83,61,40,,5700,-717,1609460480,,,1280,,3.91
22.659,39.1,32.84,61,40,,5700,-716,1609460480,,,1280,,3.91
22.742,39.1,32.85,61,40,,5700,-715,1609460480,,,1280,,3.91
22.825,39.1,32.98,61,40,,5700,-702,1609460480,,,1280,,3.91
22.908,39.1,32.96,61,40,,5700,-704,1609460480,,,1280,,3.91
22.991,39.1,33.09,61,40,,5700,-691,1609460480,,,1280,,3.91
23.074,39.1,32.88,61,40,,5700,-712,1609460480,,,1280,,3.91
23.157,39.1,33.04,61,40,,5700,-696,1609460480,,,1280,,3.91
23.24,39.1,33.09,60,40,,5700,-691,1609460480,,,1280,,3.91
23.323,39.1,33.06,60,40,,5700,-694,1609460480,,,1280,,3.91
23.406,39.1,33.13,60,40,,5700,-687,1609460480,,,1280,,3.91
23.489,39.1,33.08,60,40,,5700,-692,1609460608,,,1408,,3.91
23.572,39.1,33.2,60,40,,5700,-680,1609460608,,,1408,,3.91
23.655,39.2,33.66,60,40,,5700,-634,1609460608,,,1408,,3.92
23.738,39.1,33.19,60,40,,5700,-681,1609460608,,,1408,,3.91
23.821,39.2,33.69,60,40,,5700,-631,1609460608,,,1408,,3.92
23.904,39.2,33.72,60,40,,5700,-628,1609460608,,,1408,,3.92
23.987,39.2,33.64,60,40,,5700,-636,1609460608,,,1408,,3.92
24.07,39.2,33.61,60,40,,5700,-639,1609460608,,,1408,,3.92
24.153,39.2,33.68,60,40,,5700,-632,1609460608,,,1408,,3.92
24.236,39.2,33.86,60,40,,5700,-614,1609460608,,,1408,,3.92
24.319,39.2,33.79,60,40,,5700,-621,1609460608,,,1408,,3.92
24.402,39.2,33.7,60,40,,5700,-630,1609460608,,,1408,,3.92
24.485,39.2,33.79,60,40,,5700,-621,1609460608,,,1408,,3.92
24.568,39.2,33.36,60,40,,5700,-664,1609460608,,,1408,,3.92
24.651,39.1,33.26,60,40,,5700,-674,1609460608,,,1408,,3.91
24.734,39.2,33.35,60,40,,5700,-665,1609460608,,,1408,,3.92
24.817,39.2,33.29,60,40,,5700,-671,1609460608,,,1408,,3.92
24.9,39.2,33.26,60,40,,5700,-674,1609460608,,,1408,,3.92
24.983,37.2,16.86,59,40,,5700,-2314,1609460608,,,1408,,3.72
25.066,37.8,20.63,59,40,,5700,-1937,1609460608,,,1408,,3.78
25.149,37.6,20.54,59,40,,5700,-1946,1609460608,,,1408,,3.76
25.232,37.6,20.52,59,40,,5700,-1948,1609460608,,,1408,,3.76
25.315,37.3,19.02,59,40,,5700,-2098,1609460608,,,1408,,3.73
25.398,37.3,18.61,59,40,,5700,-2139,1609460608,,,1408,,3.73
25.481,37.3,18.47,58,40,,5700,-2153,1609460608,,,1408,,3.73
25.564,37.2,18.46,58,40,,5700,-2154,1609460608,,,1408,,3.72
25.647,36.9,17.92,58,40,,5700,-2208,1609460736,,,1536,,3.69
25.73,37.2,17.68,58,40,,5700,-2232,1609460736,,,1536,,3.72
25.813,37.1,18.57,58,40,,5700,-2143,1609460736,,,1536,,3.71
25.896,37.4,18.69,58,40,,5700,-2131,1609460736,,,1536,,3.74
25.979,37.1,17.92,57,40,,5700,-2208,1609460736,,,1536,,3.71
26.062,37.2,17.8,57,40,,5700,-2220,1609460736,,,1536,,3.72
26.145,37,17.75,57,40,,5700,-2225,1609460736,,,1536,,3.7
26.228,37,18.1,57,40,,5700,-2190,1609460736,,,1536,,3.7
26.311,37.3,19.57,57,40,,5700,-2043,1609460736,,,1536,,3.73
26.394,37.2,19.62,56,40,,5700,-2038,1609460736,,,1536,,3.72
26.477,37.2,19.55,56,40,,5700,-2045,1609460736,,,1536,,3.72
26.56,37.2,19.51,56,40,,5700,-2049,1609460736,,,1536,,3.72
26.643,37.2,19.58,56,40,,5700,-2042,1609460736,,,1536,,3.72
26.726,37.1,19.53,56,40,,5700,-2047,1609460736,,,1536,,3.71
26.809,37.1,19.49,56,40,,5700,-2051,1609460736,,,1536,,3.71
26.892,37.1,19.39,56,40,,5700,-2061,1609460736,,,1536,,3.71
26.975,37.1,19.3,55,40,,5700,-2070,1609460736,,,1536,,3.71
27.058,37.1,19.71,55,40,,5700,-2029,1609460736,,,1536,,3.71
27.141,37.2,19.77,55,40,,5700,-2023,1609460736,,,1536,,3.72
27.224,37.6,20.77,55,40,,5700,-1923,1609460736,,,1536,,3.76
27.307,37.1,19.9,55,40,,5700,-2010,1609460736,,,1536,,3.71
27.39,37.1,19.94,55,40,,5700,-2006,1609460736,,,1536,,3.71
27.473,37.1,26.32,54,40,,5700,-1368,1609460736,,,1536,,3.71
27.556,38.5,32.49,54,40,,5700,-751,1609460736,,,1536,,3.85
27.639,38.6,32.54,54,40,,5700,-746,1609460736,,,1536,,3.86
27.722,38.7,32.76,54,40,,5700,-724,1609460864,,,1664,,3.87
27.805,38.6,32.58,54,40,,5700,-742,1609460864,,,1664,,3.86
27.888,38.7,32.7,54,40,,5700,-730,1609460864,,,1664,,3.87
27.971,38.7,32.65,54,40,,5700,-735,1609460864,,,1664,,3.87
28.054,38.7,32.72,54,40,,5700,-728,1609460864,,,1664,,3.87
28.137,38.7,32.74,54,40,,5700,-726,1609460864,,,1664,,3.87
28.22,38.7,32.7,54,40,,5700,-730,1609460864,,,1664,,3.87
28.303,38.7,32.76,54,40,,5700,-724,1609460864,,,1664,,3.87
28.386,38.8,32.79,54,40,,5700,-721,1609460864,,,1664,,3.88
28.469,38.8,32.75,54,40,,5700,-725,1609460864,,,1664,,3.88
28.552,38.8,32.77,54,40,,5700,-723,1609460864,,,1664,,3.88
28.635,38.8,32.8,54,40,,5700,-720,1609460864,,,1664,,3.88
28.718,38.8,32.79,53,40,,5700,-721,1609460864,,,1664,,3.88
28.801,38.8,32.96,53,40,,5700,-704,1609460864,,,1664,,3.88
28.884,38.8,33.07,53,40,,5700,-693,1609460864,,,1664,,3.88
28.967,38.8,32.97,53,40,,5700,-703,1609460864,,,1664,,3.88
29.05,38.8,32.99,53,40,,5700,-701,1609460864,,,1664,,3.88
29.133,38.8,33.05,53,40,,5700,-695,1609460864,,,1664,,3.88
29.216,38.8,33.09,53,40,,5700,-691,1609460864,,,1664,,3.88
29.299,38.8,33.1,53,40,,5700,-690,1609460864,,,1664,,3.88
29.382,38.8,33.12,53,40,,5700,-688,1609460864,,,1664,,3.88
29.465,38.8,33.12,53,40,,5700,-688,1609460864,,,1664,,3.88
29.548,38.8,33.11,53,40,,5700,-689,1609460864,,,1664,,3.88
29.631,38.8,33.15,53,40,,5700,-685,1609460864,,,1664,,3.88
29.714,38.9,33.19,53,40,,5700,-681,1609460864,,,1664,,3.89
29.797,38.9,33.16,53,40,,5700,-684,1609460864,,,1664,,3.89
29.88,38.8,33.21,53,40,,5700,-679,1609460992,,,1792,,3.88
29.963,38.9,33.17,53,40,,5700,-683,1609460992,,,1792,,3.89
30.046,38.9,33.28,53,40,,5700,-672,1609460992,,,1792,,3.89
30.129,38.9,33.25,53,40,,5700,-675,1609460992,,,1792,,3.89
30.212,38.9,33.31,52,40,,5700,-669,1609460992,,,1792,,3.89
30.295,38.9,33.29,52,40,,5700,-671,1609460992,,,1792,,3.89
30.378,38.9,33.26,52,40,,5700,-674,1609460992,,,1792,,3.89
30.461,38.9,24.23,52,40,,5700,-1577,1609460992,,,1792,,3.89
30.544,37.4,20.46,52,40,,5700,-1954,1609460992,,,1792,,3.74
30.627,37.1,18.73,52,40,,5700,-2127,1609460992,,,1792,,3.71
30.71,37.1,18,52,40,,5700,-2200,1609460992,,,1792,,3.71
